Name	Smiles
4-NITROBENZOYL CHLORIDE	O=C(Cl)c1ccc([N+](=O)[O-])cc1
GW406108X	O=C1Nc2ccc(C(=O)c3ccco3)cc2C1=Cc1cc(Cl)c(O)c(Cl)c1
GANODERENIC ACID B	C/C(=C\C(=O)CC(C)C(=O)O)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1C[C@@H]3O
HEPRONICATE	CCCCCCC(COC(=O)c1cccnc1)(COC(=O)c1cccnc1)COC(=O)c1cccnc1
LACTUCAIN C	C=C1C(=O)O[C@@H]2[C@H]3C(COC(=O)Cc4ccc(O)cc4)=CC(=O)C3=C(C)C[C@H](O[C@H]3CC(C)=C4C(=O)C=C(COC(=O)Cc5ccc(O)cc5)[C@@H]4[C@H]4OC(=O)[C@@H](C)[C@H]34)[C@@H]12
AMINOTHIAZOLE	Nc1nccs1
RECAINAM	Cc1cccc(C)c1NC(=O)NCCCNC(C)C
SPICATOLIDE F	COCC1=C2[C@@H](O)C[C@@]3(C)O[C@]2(C[C@](C)(O)CCC3=O)OC1=O
1,2,4-TRIAZOLE	c1nc[nH]n1
CHLOROBENZENE	Clc1ccccc1
CARTERIOSULFONIC ACID B	CCCCC/C=C/C(O)CCCCC/C=C/C(CCCCCCCC(=O)OC(C)C[C@H](O)[C@H](O)C[C@H](O)CCC(=O)NCCS(=O)(=O)O)OC(C)=O
FLUOROBENZENE	Fc1ccccc1
METHYLSULFANYLMETHANE	CSC
BENZONITRILE	N#Cc1ccccc1
GLYCIAPYRROLE A	CC(=C/C(=O)c1ccc[nH]1)/C=C/[C@H](O)[C@@]1(C)CC[C@H](C(C)(C)O)O1
AZAKENPAULLONE	O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ncccc2N1
HARMALINE	COc1ccc2c3c([nH]c2c1)C(C)=NCC3
ROSOXACIN	CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21
SUBAMOLIDE A	CCCCCCCCCCCCC/C=C1\C(=O)O[C@@](C)(OC)[C@@H]1O
N-Norgallopamil	COc1ccc(CCNCCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC
THIABENDAZOLE	c1ccc2[nH]c(-c3cscn3)nc2c1
BETA-HYDROXYISOVALERYLSHIKONIN	CC(C)=CC[C@@H](OC(=O)CC(C)(C)O)C1=CC(=O)c2c(O)ccc(O)c2C1=O
FENAMIFURIL	NC(=O)c1ccccc1OCC(=O)OCC1CCCO1
THIAZOLOBENZIMIDAZOLE	Fc1cccc(F)c1C1SCc2nc3ccccc3n21
LIDANSERIN	COc1ccc(C2CNC(=O)C2)cc1OCCCN1CCC(C(=O)c2ccc(F)cc2)CC1
MEQUINOL	COc1ccc(O)cc1
PARABEN	O=C(O)c1ccc(O)cc1
ENROFLOXACIN	CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1
SB-202190	Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
DL-PHENYLALANINE	NC(Cc1ccccc1)C(=O)O
2,2-DIMETHYLBUTYRATE	CCC(C)(C)C(=O)O
P-XYLENE	Cc1ccc(C)cc1
AMFONELIC ACID	CCn1cc(C(=O)O)c(=O)c2ccc(Cc3ccccc3)nc21
FURSULTIAMINE	C/C(=C(/CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N
DICHLOROISOPROTERENOL	CC(C)NCC(O)c1ccc(Cl)c(Cl)c1
CYPROXIMIDE	O=C1NC(=O)C2(c3ccc(Cl)cc3)CC12
CROTONKININ C	CC(=O)O[C@H]1C[C@@H]2C[C@]3(C=C2C=O)CC[C@@H]2[C@@](C)(C(=O)O)CCC[C@@]2(C)[C@H]13
PAULLONE 2	N#Cc1ccc2[nH]c3c(c2c1)CC(=O)Nc1ccccc1-3
PHENCYCLIDINE	c1ccc(C2(N3CCCCC3)CCCCC2)cc1
ESTRONE BENZOATE	C[C@]12CCC3c4ccc(OC(=O)c5ccccc5)cc4CCC3C1CCC2=O
FAROBIN A	C[C@H]1O[C@@H](c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc3oc(-c4ccc(O)c(O)c4)cc(=O)c3c2O)C[C@H](O)[C@H]1O
ALVAMELINE	CCn1nnc(C2=CCCN(C)C2)n1
PICOLAMINE	NCc1cccnc1
O-DEMETHYLATED ADAPALENE	O=C(O)c1ccc2cc(-c3ccc(O)c(C45CC6CC(CC(C6)C4)C5)c3)ccc2c1
(R,S)-INDATRALINE	CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
LOTRAFIBAN	CN1Cc2cc(C(=O)N3CCC(C4CCNCC4)CC3)ccc2N[C@@H](CC(=O)O)C1=O
ABYSSININ II	COc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc(CC=C(C)C)c1O
ISOBUTYLMETHYLXANTHINE	CC(C)Cn1c(=O)n(C)c(=O)c2nc[nH]c21
QUERCIFORMOLIDE B	C=C1C(=O)O[C@]2(C)CC[C@@H]1C[C@H](O)[C@@]1(C)CC[C@H](O1)[C@](C)(O)CC[C@H]2OC(C)=O
SILOLE	C[N+](C)(C)CCC[Si]1(C)C(c2ccccc2)=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1.[I-]
TETRABUTYLAMMONIUM SULFAMATE	CCCC[N+](CCCC)(CCCC)CCCC.NS(=O)(=O)[O-]
TRIFLUOROMETHYLBENZENE	FC(F)(F)c1ccccc1
ACETAMIDE	CC(N)=O
LOBENZARIT	O=C(O)c1ccccc1Nc1cc(Cl)ccc1C(=O)O
FLUORENE	c1ccc2c(c1)Cc1ccccc1-2
TRIMETHYLAMMONIUM	CN(C)C
PENTANE	CCCCC
DESACETYLRIFAMPIN	CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](O)[C@@H]1C
JNJ-7777120	CN1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1
VIRIDAMIDE A	C#CCCCC(CCCC(=O)N(C)[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](C(=O)O[C@H](C(=O)N1CCC[C@H]1C(=O)OC)[C@@H](C)CC)C(C)C)C(C)C)C(C)C)[C@@H](C)CC)OC
(+)-CITRONELLOL	CC(C)=CCC[C@@H](C)CCO
KHELLIN	COc1c2occc2c(OC)c2c(=O)cc(C)oc12
CUDRAFLAVANONE B	CC(C)=CCc1c(O)cc2c(c1O)C(=O)CC(c1ccc(O)cc1O)O2
IOTHALAMATE MEGLUMINE	CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
CLOCOUMAROL	CCCC(c1ccc(CCCl)cc1)c1c(O)c2ccccc2oc1=O
PROPANOL	CCCO
STELLATOSIDE C	C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](C(=O)O)O[C@@H](O[C@H]3CC[C@@]4(C)[C@@H](CC[C@]5(C)[C@@H]4CC[C@@H]4[C@H]6[C@H](C(C)(C)O)[C@@H]7C[C@@]6(CC[C@]45C)C(=O)O7)C3(C)C)[C@@H]2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O
MELIANIN B	CC(=O)O[C@H]1C[C@@H](OC(=O)c2ccccc2)C(C)(C)[C@@H]2C[C@@H](OC(C)=O)[C@@]3(C)C4=CC[C@@H](C5COC(C)(C)[C@@H](O)[C@H](O)C5)[C@]4(C)CC[C@@H]3[C@@]12C
ROSSICASIDE	C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
AFALANINE	CC(=O)NC(Cc1ccccc1)C(=O)O
MYOSEVERIN	COc1ccc(CNc2nc(NCc3ccc(OC)cc3)c3ncn(C(C)C)c3n2)cc1
PANCIBIFLAVONOL	O=C1c2c(O)cc(O)cc2O[C@@H](c2ccc(O)cc2)[C@@H]1c1c(O)cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc12
DIIODBENZOTEPH	O=C(NP(=O)(N1CC1)N1CC1)c1cc(I)ccc1I
SCHISANDILACTONE H	C[C@@H]1C(=O)O[C@H]2[C@@H]1O[C@]13O[C@@]4(CC(=O)[C@]5(C)C(=O)[C@](C)(O)[C@@]2(O)[C@H]15)C[C@]12OC(=O)C[C@H]1O[C@@](C)(CO)[C@@H]2CC[C@@H]4[C@H]3O
L-732138	CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1cc(C(F)(F)F)cc(C(F)(F)F)c1
GANODERIC ACID G	CC(CC(=O)C[C@@H](C)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)[C@@H](O)[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1C[C@@H]3O)C(=O)O
CARABRYL 2-METHOXYBENZOATE	C=C1C(=O)O[C@@H]2C[C@]3(C)C(CCC(C)OC(=O)c4ccccc4OC)[C@@H]3C[C@H]12
3,4-DI-(4-(TRIFLUOROMETHYL)PHENYL)FUROXAN	[O-][n+]1onc(-c2ccc(C(F)(F)F)cc2)c1-c1ccc(C(F)(F)F)cc1
FURFENOREX	CC(Cc1ccccc1)N(C)Cc1ccco1
GIBBEROKETOSTEROL B	C=C(/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@]4(O)C[C@@H](O)C[C@H](O)[C@]4(C)[C@H]3CC[C@@]21C)C(C)C
AG-13958	Cc1cc(C(=O)Nc2cc(Nc3ccc4c(/C=C/c5ccccn5)n[nH]c4c3)ccc2F)n(C)n1
SOYASAPOGENOL B	CC1(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)[C@H](O)C1
REPENIN A	COc1cc([C@H]2Oc3c(OC)cc4ccc(=O)oc4c3O[C@@H]2COC(=O)/C=C/c2ccc(O)cc2)ccc1O
ACONITINE	CCN1C[C@@]2(COC)[C@H]3[C@@H](OC)[C@H]4[C@H]1[C@]3([C@@H](OC)C[C@H]2O)[C@@H]1C[C@]2(O)[C@@H](OC)[C@H](O)[C@@]4(OC(C)=O)[C@H]1[C@H]2OC(=O)c1ccccc1
DELTAMETHRIN	CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1
WITHAMETELIN	C=C1C(=O)O[C@@H]2C[C@]1(C)OC[C@H]2[C@H]1CC[C@H]2[C@@H]3CC=C4CC=CC(=O)[C@]4(C)[C@H]3CC[C@@]21C
ALPHA-CYPERONE	C=C(C)[C@@H]1CC[C@@]2(C)CCC(=O)C(C)=C2C1
DIOSPYRIC ACID B	C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](O)[C@](C)(C(=O)O)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O
USIMINE B	CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(O)=C(/C(C)=N/[C@@H](CCC(=O)O)C(=O)O)C(=O)[C@@]12C
FEPROSIDNINE	CC(Cc1ccccc1)[n+]1cc([NH-])on1
TRIDIHEXETHYL CHLORIDE	CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1.[Cl-]
CIS-6-(4-METHOXYSTYRYL)-3-PHENYLCOUMARIN	COc1ccc(/C=C\c2ccc3oc(=O)c(-c4ccccc4)cc3c2)cc1
7,8-EPOXYZAHAVIN A	C=C(C)C(CC(OC(C)=O)C1=CO[C@H](OC(C)=O)[C@H]2C(=C)CC[C@@H]3O[C@@]3(C)CC[C@H]12)OC(C)=O
TYLOPHORINIDINE	COc1ccc2c3c(c4cc(OC)c(O)cc4c2c1)CN1CCC[C@H]1[C@H]3O
LYCHNOSTATIN 2	C=C(C)C(=O)O[C@H]1C[C@@](C)(OC(C)=O)C(=O)CC[C@H](C)C[C@H]2OC(=O)C(=C)[C@H]12
4-CHLORO-BENZOIC ACID	O=C(O)c1ccc(Cl)cc1
NUTLIN-3	COc1ccc(C2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1
METERGOLINE	CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21
LICOFELONE	CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1
DEALKYLATED DIETHYLPROPION	CC(N)C(=O)c1ccccc1
ACEFYLLINE	Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O
25-HYDROXY PHYSALIN F	C[C@@]12C[C@H]3OC(=O)[C@]1(O)CO[C@]14O[C@@]5([C@H]2C1=O)[C@@]3(C)OC(=O)[C@@]5(O)CC[C@H]1[C@H]4C[C@H]2O[C@]23CC=CC(=O)[C@]13C
IRIGENIN TRIMETHYL ETHER	COc1cc(-c2coc3cc(OC)c(OC)c(OC)c3c2=O)cc(OC)c1OC
BUFURALOL	CCc1cccc2cc(C(O)CNC(C)(C)C)oc12
AJUGACILIATIN F	CC(=O)OC[C@]12[C@@H](OC(C)=O)C[C@@H](C)[C@]3(C)C[C@H](C4=CC(=O)OC4)O[C@H](CC[C@]1(O)CCl)[C@H]32
DAMNACANTHOL	COc1c(CO)c(O)cc2c1C(=O)c1ccccc1C2=O
UCL-1530	c1ccc2c(c1)c1cc[n+]2Cc2ccc(cc2)Cc2ccc(cc2)C[n+]2ccc(c3ccccc32)NCCCCCCCCCCN1
FLUTEMETAMOL F 18	CNc1ccc(-c2nc3ccc(O)cc3s2)cc1[18F]
6'-O-TRITYL LOGANIN	COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](COC(c3ccccc3)(c3ccccc3)c3ccccc3)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1C[C@H](O)[C@@H]2C
DIZOCILPINE	C[C@]12N[C@H](Cc3ccccc31)c1ccccc12
ISOBUTYLBENZENE	CC(C)Cc1ccccc1
ADENANTHIN J	C=C1[C@@H]2C[C@H](OC(C)=O)[C@H]3[C@]4(C)[C@@H](OC(C)=O)C[C@H](O)C(C)(C)[C@H]4C(=O)[C@H](OC(C)=O)[C@]3(C2)[C@@H]1O
AMTHAMINE	Cc1nc(N)sc1CCN
14-O-METHYL-GUTTIFERONE A	COc1ccc(C(=O)C2=C(O)[C@]3(CC=C(C)C)C[C@H](CC=C(C)C)[C@@](C)(CCC=C(C)C)[C@](CC=C(C)C)(C2=O)C3=O)cc1O
NODULISPORONE	COc1cccc2c1C(=O)CCC2O
QUADRANGULARIC ACID L	C[C@H](CC[C@@H](O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@](C)(C(=O)O)[C@@H](O)C[C@H](O)[C@@]45C[C@@]35CC[C@]12C
NORCANTHARIDIN	O=C1OC(=O)[C@@H]2[C@H]1[C@H]1CC[C@H]2O1
(R)-PROPIOMAZINE	CCC(=O)c1ccc2c(c1)N(C[C@@H](C)N(C)C)c1ccccc1S2
PYRROLIPHENE	CC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN1CCCC1
ISOGLYCIRRHIZINATE	CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C
PIPERAZINE CITRATE	C1CNCCN1.C1CNCCN1.C1CNCCN1.O.O=C(O)CC(O)(CC(=O)O)C(=O)O.O=C(O)CC(O)(CC(=O)O)C(=O)O
6,7-O,O-DEMETHYLENEPODOPHYLLOTOXIN	COc1cc([C@@H]2c3cc(O)c(O)cc3[C@H](O)[C@H]3COC(=O)[C@H]23)cc(OC)c1OC
MONILOSIDE F	CO[C@H]1[C@H](O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)CO[C@@H](OCC[C@@H](/C=C/[C@@H](C)[C@H]2[C@@H](O)[C@@H](O)[C@H]3[C@]4(O)C[C@H](O)[C@H]5[C@@H](O)[C@@H](O)CC[C@]5(C)[C@H]4CC[C@@]32C)C(C)C)[C@@H]1O
21 METHOD A	O=C(CP(=O)([O-])[O-])NC1(P(=O)([O-])[O-])CCCC1.[Na+].[Na+].[Na+].[Na+]
ISOSTEARYL ALCOHOL	CC(C)CCCCCCCCCCCCCCCO
CLERODENDRIN C	CC(=O)OC[C@@]12[C@@H](OC(C)=O)C[C@@H](C)[C@](C)([C@@H]3C[C@H]4C=CO[C@H]4O3)[C@H]1C[C@@H](O)[C@H](OC(=O)C(C)(C)OC(C)=O)[C@]21CO1
POTASSIUM FLUORIDE 	[F-].[K+]
STOLONIFERONE G	C=C(CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H](O)[C@@]4(O)C=C[C@@H](O)C(=O)[C@]4(C)[C@H]3[C@H](O)C[C@@]21C)C(C)C
CLORACETADOL	CC(=O)Nc1ccc(OC(O)C(Cl)(Cl)Cl)cc1
ISOABIETENIN C	C=C(C=O)[C@H]1C[C@@H](OC(C)=O)[C@H]2[C@@](O)(C1)[C@H](OC(C)=O)C(=O)[C@H]1C(C)(C)[C@H](O)C[C@@H](OC(C)=O)[C@@]12C
GW618013A	CN(C)CCCNc1nccc(-c2c(-c3ccc(F)cc3)nn3cc(C(F)(F)F)ccc23)n1.CS(=O)(=O)O
PHENYLEPHRINE BITARTRATE	CNC[C@H](O)c1cccc(O)c1.O=C(O)C(O)C(O)C(=O)O
AGOSTEROL A3	C/C=C(\C[C@@H](O)[C@@H](C)[C@H]1CC[C@H]2C3=C[C@H](OC(C)=O)[C@H]4[C@@H](OC(C)=O)[C@@H](OC(C)=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@@]21C)C(C)C
AMOSULALOL	COc1ccccc1OCCNCC(O)c1ccc(C)c(S(N)(=O)=O)c1
TRICHODIMEROL	C/C=C/C=C/C(=O)C1=C(O)[C@@]2(C)[C@H]3C(C(=O)/C=C/C=C/C)=C(O)[C@@]4(C)[C@@H]1[C@]1(C)O[C@@]4(O)[C@@]3(C)O[C@@]12O
TUBULOSINE	CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2c1[nH]c1ccc(O)cc21
GSK-1713088A	CCCN1CCC(Oc2cc(Nc3nc(Nc4cccc(F)c4C(N)=O)c4cc[nH]c4n3)c(OC)cc2Cl)CC1
GSK-1220512A	COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2ccc(F)cc2C(N)=O)c2cc[nH]c2n1
MARBOFLOXACIN	CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1
GW861893X	COc1cc(Nc2ncc3c(C)nc(-c4cccc(Oc5ccccc5)c4)n3n2)cc(OC)c1OC
DE-O-SULFONATED KOTALANOL	OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-]
NEOCRYPTOLEPINE HYDROCHLORIDE	Cl.Cn1c2nc3ccccc3c-2cc2ccccc21
HELIPARVIFOLINE	COc1c2ccoc2nc2c(OC)c(O)ccc12
CINMETACIN	COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)/C=C/c1ccccc1
DAZOXIBEN HYDROCHLORIDE	Cl.O=C(O)c1ccc(OCCn2ccnc2)cc1
LALIOSIDE	CC(=O)c1c(O)cc(O)c(O)c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
SAPINMUSAPONIN N	CC(=O)O[C@@H]1CO[C@@H](O[C@@H]2[C@@H](O)[C@H](C)O[C@@H](O[C@H]3[C@H](O[C@H]4CC[C@@]5(C)[C@@H](CC[C@]6(C)[C@@H]5CC=C5[C@@H]7CC(C)(C)CCC7(C(=O)O)CC[C@]56C)[C@]4(C)CO)OC[C@H](O)[C@@H]3O)[C@@H]2O)[C@H](OC(C)=O)[C@H]1O
RU-24969	COc1ccc2[nH]cc(C3=CCNCC3)c2c1
1,4-DICHLOROBENZENE	Clc1ccc(Cl)cc1
TRANYLCYPROMINE SULFATE	N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1.O=S(=O)(O)O
PSEUDOLAROLIDE A	C[C@@H]1C[C@]2(C[C@@H](C)[C@H]3[C@@H](C[C@@]4(C)[C@@H]5CC[C@H]6C(C)(C)C(=O)CC[C@@]67C[C@@]57CC[C@]34C)O2)OC1=O
D-TRYPTOPHAN	N[C@H](Cc1c[nH]c2ccccc12)C(=O)O
CARBINOXAMINE	CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1
STELLETTAMIDE C	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC(=O)NC[C@@H]1CC[N+]2(C)CCCC[C@H]12.[Cl-]
LITHIUM ETHYL (CYCLOHEXYLAMINO)CARBONYLPHOSPHONATE	CCOP(=O)([O-])C(=O)NC1CCCCC1.[Li+]
6-AMINONICOTINAMIDE	NC(=O)c1ccc(N)nc1
SIAMENOL	CC(C)=CCc1cc2c(cc1O)[nH]c1ccc(C)cc12
FLUOROTAMOXIFEN	CC/C(=C(/c1ccc(OCCN(C)C)cc1)c1cccc(F)c1)c1ccccc1
PESTALOTHEOL D	CC1(C)CC(=O)c2cc3c(cc2O1)C[C@H](C(C)(C)O)O3
BNIPDPTA	c1ccc2cc(CCCNCCCNCCCNCCCc3ccc4ccccc4c3)ccc2c1
CYCLIRAMINE MALEATE	CN1CCC(=C(c2ccc(Cl)cc2)c2ccccn2)CC1.O=C(O)/C=C\C(=O)O
ABIESADINE L	CC(C)(O)c1ccc2c(c1)[C@H](O)C[C@@H]1[C@]2(C)CCC[C@@]1(C)COC(=O)CCC(=O)O
2-Hexyl-D-DIBOA	CCCCCCC1Oc2ccccc2N(O)C1=O
GLYCOZOLIDAL	COc1ccc2[nH]c3cc(OC)c(C=O)cc3c2c1
AZADIRACHTIN B	C/C=C(\C)C(=O)O[C@@H]1C[C@H](O)[C@]23CO[C@H](C(=O)OC)[C@H]2[C@](C)([C@]24O[C@@]2(C)[C@H]2C[C@@H]4O[C@@H]4OC=C[C@@]42O)[C@H](O)[C@@H]2OC[C@@]1(C(=O)OC)[C@H]23
DISCORHABDIN K	Cn1cnc(SC2=CC(=O)C=C3S[C@H]4C[C@@]23C2=C(N4)C(=O)c3[nH]cc4c3C2=NCC4)c1C[C@H](N)C(=O)O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F
ISONICOTINIC ACID BUTYL ESTER	CCCCOC(=O)c1ccncc1
YUNGENSIN B	CCCCCC(=O)c1c(O)c(CC2=C(O)C(C)(C/C=C(\C)CCC=C(C)C)C(O)=C(C(C)=O)C2=O)c(O)c2c1OC(C)(C)C=C2
FOLIOSIDINE	COc1cc(=O)n(C)c2c(OCC(O)C(C)(O)OC)cccc12
ANGELOYLBINANKADSURIN A	C/C=C(/C)C(=O)O[C@H]1c2cc3c(c(OC)c2-c2c(cc(OC)c(OC)c2O)C[C@@H](C)[C@H]1C)OCO3
PELTATOL A	C=CC(C)(CC/C=C(\C)CCC=C(C)C)c1cc(O)c(O)c(-c2cc(C(C)(C=C)CC/C=C(\C)CCC=C(C)C)cc(O)c2O)c1
METHYLPENDOLMYCIN	C=CC(C)(C)c1ccc2c3c(c[nH]c13)C[C@@H](CO)NC(=O)[C@H]([C@@H](C)CC)N2C
LONGISTYLINE D	CC(C)=CCc1c(O)cc(O)c(CC=C(C)C)c1/C=C/c1ccccc1
PORICOTRIOL C	C=C(CC[C@@H](CO)[C@H]1CC[C@@]2(C)C3=CC[C@@H](C(=C)C)[C@](C)(CCCO)C3=CC[C@]12C)C(C)C
TOLUIC ACID	Cc1ccccc1C(=O)O
ELTROMBOPAG OLAMINE	CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O.NCCO
CARAROSINOL D	Oc1cc(O)c2c(c1)[C@H]1[C@H](c3ccc(O)c(O)c3)c3c(O)cc(O)cc3[C@H]1[C@@H]2c1ccc(O)c(O)c1
AZEPEXOLE	CCN1CCc2nc(N)oc2CC1
PROPANIL	CCC(=O)Nc1ccc(Cl)c(Cl)c1
ULIFLOXACIN	CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc3n21
SCHISANTHERIN E	COc1cc2c(c(OC)c1OC)-c1c(cc(O)c(OC)c1OC)C[C@H](C)[C@](C)(O)[C@@H]2OC(=O)c1ccccc1
1R,2S-MILNACIPRAN HYDROCHLORIDE	CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN.Cl
HEPTAFLUOROBUTYRAMIDE	NC(=O)C(F)(F)C(F)(F)C(F)(F)F
[123I]I-OZAPINE	CN1CCN(C2=Nc3cc([123I])ccc3Nc3ccccc32)CC1
KETOCLOMAZONE	CC1(C)C(=O)ON(Cc2ccccc2Cl)C1=O
AURILIDE C	CC/C=C(\C)[C@H]1OC(=O)[C@H](C)N(C)C(=O)[C@H](C(C)C)NC(=O)CN(C)C(=O)[C@H]([C@H](C)CC)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@@H](C(C)C)OC(=O)/C(C)=C/C[C@H](O)[C@@H]1C
PIDOBENZONE	O=C1CC[C@@H](C(=O)Oc2ccc(O)cc2)N1
PTERIDINONE	CCOC(=O)c1nc2cnc(Nc3ccccc3)nc2n(-c2ccccc2)c1=O
CANDIMINE	COc1c2c(cc3c1C(=O)O[C@@H]1[C@@H](O)C=C4CCN(C)[C@H]4[C@H]31)OCO2
HOMOSPERMIDINE	Cl.NCCCCNCCCCN
REISSANTIN B	CC(=O)O[C@H]1[C@@H]2[C@@H](OC(=O)c3ccc(=O)n(C)c3)[C@]3(OC2(C)C)[C@@](C)(O)C[C@H](OC(=O)c2ccccc2)[C@H](OC(C)=O)[C@@]3(C)[C@H]1OC(=O)c1ccccc1
PNU-82965	CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCC3=O)C(=O)O1
PIROXIMONE	CCc1[nH]c(=O)[nH]c1C(=O)c1ccncc1
VIBSANIN T	CC(C)=CC(=O)O[C@@H]1/C=C/[C@@](C)(C/C=C/C(C)(C)O)C/C=C(/C=O)CC[C@@H]2O[C@]21C
CHROTACUMINE D	COc1ccc(C(=O)O[C@@H]2CN(C)CC[C@@H]2c2c(O)cc(O)c3c(=O)cc(C)oc23)cc1OC
LESPECYRTIN F1	CC(C)=CCc1c(O)c(O)cc2c3c(oc12)-c1ccc(O)cc1OC3
MAXIKDIOL	C=C[C@]1(C)C=C2CC[C@@]3(O)C(C)(C)CC[C@H](O)[C@]3(C)C2CC1
SCANDENOLIDE	C=C1C(=O)O[C@H]2C[C@]3(C)O[C@@H]3C[C@@H](OC(C)=O)C3=C[C@@H](OC3=O)[C@H]12
